phenocam_name,direction,threshold,date,original_transition_date,period,image_filename,snow_flag,running_tally,site_seq_id
arsgacp1,rising,transition_25,2019-04-14,NA,growing,arsgacp1_2019_04_14_120000.jpg,NA,77,3
arsgacp1,rising,transition_25,2018-06-14,NA,growing,arsgacp1_2018_06_14_120000.jpg,NA,691,1
arsgacp1,rising,transition_50,2017-08-08,NA,peak,arsgacp1_2017_08_08_120000.jpg,NA,381,1
arsgacp1,rising,transition_50,2018-08-02,NA,peak,arsgacp1_2018_08_02_120000.jpg,NA,740,1
arsgacp1,rising,transition_50,2019-06-15,NA,peak,arsgacp1_2019_06_15_120000.jpg,NA,139,3
arsgacp1,rising,transition_50,2019-09-13,NA,peak,arsgacp1_2019_09_13_120000.jpg,NA,229,3
arsgacp1,rising,transition_50,2019-06-30,NA,peak,arsgacp1_2019_06_30_120000.jpg,NA,154,3
arsgacp1,rising,transition_50,2019-05-19,NA,peak,arsgacp1_2019_05_19_120000.jpg,NA,112,3
arsgacp1,rising,transition_50,2018-03-31,NA,peak,arsgacp1_2018_03_31_120000.jpg,NA,616,1
arsgacp1,rising,transition_50,2018-02-18,NA,peak,arsgacp1_2018_02_18_120000.jpg,NA,575,1
arsgacp1,rising,transition_50,2020-09-17,NA,peak,arsgacp1_2020_09_17_120000.jpg,NA,293,4
arsgacp1,rising,transition_50,2017-06-18,NA,peak,arsgacp1_2017_06_18_120000.jpg,NA,330,1
arsgacp1,rising,transition_50,2017-02-24,NA,peak,arsgacp1_2017_02_24_120000.jpg,NA,216,1
arsgacp1,rising,transition_50,2017-08-10,NA,peak,arsgacp1_2017_08_10_120000.jpg,NA,383,1
arsgacp1,rising,transition_50,2018-07-15,NA,peak,arsgacp1_2018_07_15_120000.jpg,NA,722,1
arsgacp1,rising,transition_50,2020-07-01,NA,peak,arsgacp1_2020_07_01_120000.jpg,NA,215,4
arsgacp1,rising,transition_50,2019-05-28,NA,peak,arsgacp1_2019_05_28_120000.jpg,NA,121,3
arsgacp1,rising,transition_50,2018-08-21,NA,peak,arsgacp1_2018_08_21_120000.jpg,NA,759,1
arsgacp1,rising,transition_50,2017-09-15,NA,peak,arsgacp1_2017_09_15_120000.jpg,NA,419,1
arsgacp1,rising,transition_50,2020-09-23,NA,peak,arsgacp1_2020_09_23_120000.jpg,NA,299,4
arsgacp1,rising,transition_50,2020-02-02,NA,peak,arsgacp1_2020_02_02_120000.jpg,NA,65,4
arsgacp1,rising,transition_50,2018-07-03,NA,peak,arsgacp1_2018_07_03_120000.jpg,NA,710,1
arsgacp1,rising,transition_50,2020-10-10,NA,peak,arsgacp1_2020_10_10_120000.jpg,NA,316,4
arsgacp1,rising,transition_50,2020-07-12,NA,peak,arsgacp1_2020_07_12_120000.jpg,NA,226,4
arsgacp1,rising,transition_50,2017-08-02,NA,peak,arsgacp1_2017_08_02_120000.jpg,NA,375,1
arsgacp1,rising,transition_50,2018-04-12,NA,peak,arsgacp1_2018_04_12_120000.jpg,NA,628,1
arsgacp1,rising,transition_50,2019-05-02,NA,peak,arsgacp1_2019_05_02_120000.jpg,NA,95,3
arsgacp1,rising,transition_50,2018-03-23,NA,peak,arsgacp1_2018_03_23_120000.jpg,NA,608,1
arsgacp1,rising,transition_50,2017-08-01,NA,peak,arsgacp1_2017_08_01_120000.jpg,NA,374,1
arsgacp1,rising,transition_50,2019-05-26,NA,peak,arsgacp1_2019_05_26_120000.jpg,NA,119,3
arsgacp1,rising,transition_50,2018-09-02,NA,peak,arsgacp1_2018_09_02_120000.jpg,NA,7,2
arsgacp1,rising,transition_50,2018-09-04,NA,peak,arsgacp1_2018_09_04_120000.jpg,NA,9,2
arsgacp1,rising,transition_50,2020-01-29,NA,peak,arsgacp1_2020_01_29_120000.jpg,NA,61,4
arsgacp1,rising,transition_50,2020-01-13,TRUE,peak,arsgacp1_2020_01_13_120000.jpg,NA,45,4
arsgacp1,rising,transition_50,2018-06-21,NA,peak,arsgacp1_2018_06_21_120000.jpg,NA,698,1
arsgacp1,rising,transition_50,2017-03-05,NA,peak,arsgacp1_2017_03_05_120000.jpg,NA,225,1
arsgacp1,rising,transition_50,2020-10-07,NA,peak,arsgacp1_2020_10_07_120000.jpg,NA,313,4
arsgacp1,rising,transition_50,2017-07-20,NA,peak,arsgacp1_2017_07_20_120000.jpg,NA,362,1
arsgacp1,rising,transition_50,2017-06-24,NA,peak,arsgacp1_2017_06_24_120000.jpg,NA,336,1
arsgacp1,rising,transition_50,2017-06-15,TRUE,peak,arsgacp1_2017_06_15_120000.jpg,NA,327,1
arsgacp1,rising,transition_50,2018-02-23,NA,peak,arsgacp1_2018_02_23_120000.jpg,NA,580,1
arsgacp1,rising,transition_50,2018-03-04,NA,peak,arsgacp1_2018_03_04_120000.jpg,NA,589,1
arsgacp1,rising,transition_50,2020-08-23,NA,peak,arsgacp1_2020_08_23_120000.jpg,NA,268,4
arsgacp1,rising,transition_50,2017-08-18,NA,peak,arsgacp1_2017_08_18_120000.jpg,NA,391,1
arsgacp1,rising,transition_50,2020-08-12,NA,peak,arsgacp1_2020_08_12_120000.jpg,NA,257,4
arsgacp1,rising,transition_50,2020-07-18,NA,peak,arsgacp1_2020_07_18_120000.jpg,NA,232,4
arsgacp1,rising,transition_50,2017-06-27,NA,peak,arsgacp1_2017_06_27_120000.jpg,NA,339,1
arsgacp1,rising,transition_50,2016-09-27,NA,peak,arsgacp1_2016_09_27_120000.jpg,NA,66,1
arsgacp1,rising,transition_50,2020-08-30,NA,peak,arsgacp1_2020_08_30_120000.jpg,NA,275,4
arsgacp1,rising,transition_50,2017-08-21,NA,peak,arsgacp1_2017_08_21_120000.jpg,NA,394,1
arsgacp1,rising,transition_50,2020-07-29,NA,peak,arsgacp1_2020_07_29_120000.jpg,NA,243,4
arsgacp1,rising,transition_50,2018-09-13,NA,peak,arsgacp1_2018_09_13_120000.jpg,NA,18,2
arsgacp1,falling,transition_10,2018-10-26,NA,senesced,arsgacp1_2018_10_26_120000.jpg,NA,61,2
arsgacp1,falling,transition_10,2016-12-07,NA,senesced,arsgacp1_2016_12_07_120000.jpg,NA,137,1
arsgacp1,falling,transition_10,2019-03-19,NA,senesced,arsgacp1_2019_03_19_120000.jpg,NA,51,3
arsgacp1,falling,transition_10,2017-01-06,NA,senesced,arsgacp1_2017_01_06_120000.jpg,NA,167,1
arsgacp1,falling,transition_10,2018-12-09,NA,senesced,arsgacp1_2018_12_09_120000.jpg,NA,105,2
arsgacp1,falling,transition_10,2019-12-19,NA,senesced,arsgacp1_2019_12_19_113000.jpg,NA,20,4
arsgacp1,falling,transition_10,2019-02-26,NA,senesced,arsgacp1_2019_02_26_120000.jpg,NA,30,3
arsgacp1,falling,transition_10,2020-04-16,NA,senesced,arsgacp1_2020_04_16_120000.jpg,NA,139,4
arsgacp1,falling,transition_10,2018-11-08,NA,senesced,arsgacp1_2018_11_08_120000.jpg,NA,74,2
arsgacp1,falling,transition_10,2019-08-14,NA,senesced,arsgacp1_2019_08_14_120000.jpg,NA,199,3
arsgacp1,falling,transition_10,2017-04-28,NA,senesced,arsgacp1_2017_04_28_120000.jpg,NA,279,1
arsgacp1,falling,transition_10,2016-11-23,NA,senesced,arsgacp1_2016_11_23_120000.jpg,NA,123,1
arsgacp1,falling,transition_10,2018-01-17,NA,senesced,arsgacp1_2018_01_17_120000.jpg,NA,543,1
arsgacp1,falling,transition_10,2019-03-31,NA,senesced,arsgacp1_2019_03_31_120000.jpg,NA,63,3
arsgacp1,falling,transition_10,2016-12-05,NA,senesced,arsgacp1_2016_12_05_120000.jpg,NA,135,1
arsgacp1,falling,transition_10,2019-03-17,NA,senesced,arsgacp1_2019_03_17_120000.jpg,NA,49,3
arsgacp1,falling,transition_10,2019-11-06,NA,senesced,arsgacp1_2019_11_06_120000.jpg,NA,283,3
arsgacp1,falling,transition_10,2017-12-15,NA,senesced,arsgacp1_2017_12_15_120000.jpg,NA,510,1
arsgacp1,falling,transition_10,2018-12-14,NA,senesced,arsgacp1_2018_12_14_120000.jpg,NA,110,2
arsgacp1,falling,transition_10,2020-01-05,NA,senesced,arsgacp1_2020_01_05_120000.jpg,NA,37,4
arsgacp1,falling,transition_10,2017-05-27,NA,senesced,arsgacp1_2017_05_27_120000.jpg,NA,308,1
arsgacp1,falling,transition_10,2019-12-29,NA,senesced,arsgacp1_2019_12_29_120000.jpg,NA,30,4
arsgacp1,falling,transition_10,2019-08-04,NA,senesced,arsgacp1_2019_08_04_120000.jpg,NA,189,3
arsgacp1,falling,transition_10,2018-11-06,NA,senesced,arsgacp1_2018_11_06_120000.jpg,NA,72,2
arsgacp1,falling,transition_10,2017-01-08,NA,senesced,arsgacp1_2017_01_08_120000.jpg,NA,169,1
arsgacp1,falling,transition_10,2017-11-24,NA,senesced,arsgacp1_2017_11_24_120000.jpg,NA,489,1
arsgacp1,falling,transition_10,2017-04-23,NA,senesced,arsgacp1_2017_04_23_120000.jpg,NA,274,1
arsgacp1,falling,transition_10,2016-08-16,NA,senesced,arsgacp1_2016_08_16_120000.jpg,NA,24,1
arsgacp1,falling,transition_10,2018-11-19,NA,senesced,arsgacp1_2018_11_19_120000.jpg,NA,85,2
arsgacp1,falling,transition_10,2016-12-08,NA,senesced,arsgacp1_2016_12_08_120000.jpg,NA,138,1
arsgacp1,falling,transition_10,2020-05-16,NA,senesced,arsgacp1_2020_05_16_120000.jpg,NA,169,4
arsgacp1,falling,transition_10,2019-01-21,NA,senesced,arsgacp1_2019_01_21_120000.jpg,NA,148,2
arsgacp1,falling,transition_10,2020-05-20,NA,senesced,arsgacp1_2020_05_20_120001.jpg,NA,173,4
arsgacp1,falling,transition_10,2016-12-16,NA,senesced,arsgacp1_2016_12_16_120000.jpg,NA,146,1
arsgacp1,falling,transition_10,2017-03-23,NA,senesced,arsgacp1_2017_03_23_120000.jpg,NA,243,1
arsgacp1,falling,transition_10,2017-12-22,NA,senesced,arsgacp1_2017_12_22_120000.jpg,NA,517,1
arsgacp1,falling,transition_10,2019-11-19,NA,senesced,arsgacp1_2019_11_19_120001.jpg,NA,296,3
arsgacp1,falling,transition_10,2017-10-30,NA,senesced,arsgacp1_2017_10_30_120000.jpg,NA,464,1
arsgacp1,falling,transition_10,2016-07-30,NA,senesced,arsgacp1_2016_07_30_120000.jpg,NA,7,1
arsgacp1,falling,transition_10,2018-01-16,NA,senesced,arsgacp1_2018_01_16_120000.jpg,NA,542,1
arsgacp1,falling,transition_10,2016-12-28,NA,senesced,arsgacp1_2016_12_28_120000.jpg,NA,158,1
arsgacp1,falling,transition_10,2017-04-06,NA,senesced,arsgacp1_2017_04_06_120000.jpg,NA,257,1
arsgacp1,falling,transition_10,2018-12-04,NA,senesced,arsgacp1_2018_12_04_120000.jpg,NA,100,2
arsgacp1,falling,transition_10,2019-02-28,NA,senesced,arsgacp1_2019_02_28_120000.jpg,NA,32,3
arsgacp1,falling,transition_10,2019-03-28,NA,senesced,arsgacp1_2019_03_28_120000.jpg,NA,60,3
arsgacp1,falling,transition_10,2020-04-26,NA,senesced,arsgacp1_2020_04_26_120000.jpg,NA,149,4
arsgacp1,falling,transition_10,2017-04-11,NA,senesced,arsgacp1_2017_04_11_120000.jpg,NA,262,1
arsgacp1,falling,transition_10,2019-11-22,NA,senesced,arsgacp1_2019_11_22_120000.jpg,NA,299,3
arsgacp1,falling,transition_10,2020-05-02,NA,senesced,arsgacp1_2020_05_02_120000.jpg,NA,155,4
arsgacp1,falling,transition_10,2018-11-13,NA,senesced,arsgacp1_2018_11_13_120000.jpg,NA,79,2
arsgacp1,falling,transition_50,2020-10-15,TRUE,senescing,arsgacp1_2020_10_15_120000.jpg,NA,321,4
arsgacp1,falling,transition_50,2017-03-17,NA,senescing,arsgacp1_2017_03_17_120000.jpg,NA,237,1
arsgacp1,falling,transition_50,2017-03-16,NA,senescing,arsgacp1_2017_03_16_120000.jpg,NA,236,1
arsgacp1,falling,transition_25,2018-04-16,TRUE,senescing,arsgacp1_2018_04_16_120000.jpg,NA,632,1
arsgacp1,falling,transition_50,2018-10-13,NA,senescing,arsgacp1_2018_10_13_120000.jpg,NA,48,2
arsgacp1,falling,transition_50,2020-10-16,NA,senescing,arsgacp1_2020_10_16_120000.jpg,NA,322,4
arsgacp1,falling,transition_50,2019-07-12,NA,senescing,arsgacp1_2019_07_12_120000.jpg,NA,166,3
arsgacp1,falling,transition_50,2018-09-25,NA,senescing,arsgacp1_2018_09_25_120000.jpg,NA,30,2
arsgacp1,falling,transition_50,2019-07-14,NA,senescing,arsgacp1_2019_07_14_120000.jpg,NA,168,3
arsgacp1,falling,transition_50,2016-10-23,NA,senescing,arsgacp1_2016_10_23_120000.jpg,NA,92,1
arsgacp1,falling,transition_50,2016-10-19,NA,senescing,arsgacp1_2016_10_19_120000.jpg,NA,88,1
arsgacp1,falling,transition_25,2020-03-31,NA,senescing,arsgacp1_2020_03_31_120000.jpg,NA,123,4
arsgacp1,falling,transition_50,2018-10-08,NA,senescing,arsgacp1_2018_10_08_120000.jpg,NA,43,2
arsgacp1,falling,transition_50,2018-10-05,NA,senescing,arsgacp1_2018_10_05_120000.jpg,NA,40,2
arsgacp1,falling,transition_50,2020-03-26,TRUE,senescing,arsgacp1_2020_03_26_113001.jpg,NA,118,4
arsgacp1,falling,transition_25,2016-10-25,NA,senescing,arsgacp1_2016_10_25_120000.jpg,NA,94,1
arsgacp1,falling,transition_50,2018-10-09,NA,senescing,arsgacp1_2018_10_09_120000.jpg,NA,44,2
arsgacp1,falling,transition_25,2020-03-30,TRUE,senescing,arsgacp1_2020_03_30_120000.jpg,NA,122,4
arsgacp1,falling,transition_25,2019-07-18,NA,senescing,arsgacp1_2019_07_18_120000.jpg,NA,172,3
arsgacp1,falling,transition_25,2016-10-24,TRUE,senescing,arsgacp1_2016_10_24_120000.jpg,NA,93,1
arsgacp1,falling,transition_50,2018-10-11,NA,senescing,arsgacp1_2018_10_11_120000.jpg,NA,46,2
arsgacp1,falling,transition_50,2016-10-12,NA,senescing,arsgacp1_2016_10_12_120000.jpg,NA,81,1
arsgacp1,falling,transition_50,2018-09-17,NA,senescing,arsgacp1_2018_09_17_120000.jpg,NA,22,2
arsgacp1,falling,transition_50,2018-09-16,TRUE,senescing,arsgacp1_2018_09_16_120000.jpg,NA,21,2
arsgacp1,falling,transition_50,2018-09-29,NA,senescing,arsgacp1_2018_09_29_120000.jpg,NA,34,2
arsgacp1,falling,transition_50,2019-07-15,NA,senescing,arsgacp1_2019_07_15_120000.jpg,NA,169,3
arsgacp1,falling,transition_50,2019-10-29,NA,senescing,arsgacp1_2019_10_29_120000.jpg,NA,275,3
arsgacp1,falling,transition_50,2016-10-10,NA,senescing,arsgacp1_2016_10_10_120000.jpg,NA,79,1
arsgacp1,falling,transition_25,2016-10-28,NA,senescing,arsgacp1_2016_10_28_120001.jpg,NA,97,1
arsgacp1,falling,transition_25,2019-07-17,NA,senescing,arsgacp1_2019_07_17_120000.jpg,NA,171,3
arsgacp1,falling,transition_25,2019-11-01,TRUE,senescing,arsgacp1_2019_11_01_120000.jpg,NA,278,3
arsgacp1,falling,transition_50,2018-09-27,NA,senescing,arsgacp1_2018_09_27_120000.jpg,NA,32,2
arsgacp1,falling,transition_50,2016-10-14,NA,senescing,arsgacp1_2016_10_14_120000.jpg,NA,83,1
arsgacp1,falling,transition_50,2018-09-26,NA,senescing,arsgacp1_2018_09_26_120000.jpg,NA,31,2
arsgacp1,falling,transition_50,2018-04-13,TRUE,senescing,arsgacp1_2018_04_13_120000.jpg,NA,629,1
arsgacp1,falling,transition_25,2016-07-27,TRUE,senescing,arsgacp1_2016_07_27_120000.jpg,NA,4,1
arsgacp1,falling,transition_25,2016-10-26,NA,senescing,arsgacp1_2016_10_26_120000.jpg,NA,95,1
arsgacp1,falling,transition_25,2017-03-19,TRUE,senescing,arsgacp1_2017_03_19_120000.jpg,NA,239,1
arsgacp1,falling,transition_50,2019-07-11,TRUE,senescing,arsgacp1_2019_07_11_120000.jpg,NA,165,3
arsgacp1,falling,transition_50,2019-10-24,NA,senescing,arsgacp1_2019_10_24_120000.jpg,NA,270,3
arsgacp1,falling,transition_50,2016-07-25,NA,senescing,arsgacp1_2016_07_25_120000.jpg,NA,2,1
arsgacp1,falling,transition_50,2016-10-16,NA,senescing,arsgacp1_2016_10_16_120000.jpg,NA,85,1
arsgacp1,falling,transition_50,2016-10-13,NA,senescing,arsgacp1_2016_10_13_120000.jpg,NA,82,1
arsgacp1,falling,transition_50,2018-10-14,NA,senescing,arsgacp1_2018_10_14_120000.jpg,NA,49,2
arsgacp1,falling,transition_25,2019-11-02,NA,senescing,arsgacp1_2019_11_02_120000.jpg,NA,279,3
arsgacp1,falling,transition_25,2018-10-17,TRUE,senescing,arsgacp1_2018_10_17_120000.jpg,NA,52,2
arsgacp1,falling,transition_50,2016-07-26,NA,senescing,arsgacp1_2016_07_26_120000.jpg,NA,3,1
arsgacp1,falling,transition_50,2020-10-17,NA,senescing,arsgacp1_2020_10_17_120000.jpg,NA,323,4
arsgacp1,falling,transition_50,2019-10-27,NA,senescing,arsgacp1_2019_10_27_120000.jpg,NA,273,3
arsgacp1,falling,transition_50,2018-09-18,NA,senescing,arsgacp1_2018_09_18_120000.jpg,NA,23,2
arsltarmdcr,rising,transition_25,2020-07-08,NA,growing,arsltarmdcr_2020_07_08_115105.jpg,NA,146,23
arsltarmdcr,rising,transition_10,2017-05-28,NA,growing,arsltarmdcr_2017_05_28_115106.jpg,NA,2,1
arsltarmdcr,rising,transition_10,2017-06-01,NA,growing,arsltarmdcr_2017_06_01_115105.jpg,NA,6,1
arsltarmdcr,rising,transition_25,2019-06-07,NA,growing,arsltarmdcr_2019_06_07_115106.jpg,NA,115,13
arsltarmdcr,rising,transition_25,2017-10-29,NA,growing,arsltarmdcr_2017_10_29_115105.jpg,NA,13,2
arsltarmdcr,rising,transition_10,2018-04-27,NA,growing,arsltarmdcr_2018_04_27_115105.jpg,NA,60,3
arsltarmdcr,rising,transition_10,2018-04-26,NA,growing,arsltarmdcr_2018_04_26_115105.jpg,NA,59,3
arsltarmdcr,rising,transition_10,2018-04-25,TRUE,growing,arsltarmdcr_2018_04_25_115105.jpg,NA,58,3
arsltarmdcr,rising,transition_25,2017-06-04,NA,growing,arsltarmdcr_2017_06_04_115105.jpg,NA,9,1
arsltarmdcr,rising,transition_10,2018-04-29,NA,growing,arsltarmdcr_2018_04_29_115105.jpg,NA,62,3
arsltarmdcr,rising,transition_10,2020-07-03,NA,growing,arsltarmdcr_2020_07_03_115106.jpg,NA,141,23
arsltarmdcr,rising,transition_25,2017-06-05,NA,growing,arsltarmdcr_2017_06_05_115105.jpg,NA,10,1
arsltarmdcr,rising,transition_10,2020-07-02,NA,growing,arsltarmdcr_2020_07_02_115106.jpg,NA,140,23
arsltarmdcr,rising,transition_25,2018-05-06,NA,growing,arsltarmdcr_2018_05_06_115105.jpg,NA,69,3
arsltarmdcr,rising,transition_25,2019-04-09,NA,growing,arsltarmdcr_2019_04_09_115106.jpg,NA,56,13
arsltarmdcr,rising,transition_25,2020-07-07,NA,growing,arsltarmdcr_2020_07_07_115105.jpg,NA,145,23
arsltarmdcr,rising,transition_10,2019-05-30,TRUE,growing,arsltarmdcr_2019_05_30_115105.jpg,NA,107,13
arsltarmdcr,rising,transition_25,2019-04-12,NA,growing,arsltarmdcr_2019_04_12_115105.jpg,NA,59,13
arsltarmdcr,rising,transition_25,2018-05-03,NA,growing,arsltarmdcr_2018_05_03_115106.jpg,NA,66,3
arsltarmdcr,rising,transition_25,2018-05-11,NA,growing,arsltarmdcr_2018_05_11_115106.jpg,NA,74,3
arsltarmdcr,rising,transition_25,2018-05-13,NA,growing,arsltarmdcr_2018_05_13_115106.jpg,NA,76,3
arsltarmdcr,rising,transition_10,2019-04-07,NA,growing,arsltarmdcr_2019_04_07_115106.jpg,NA,54,13
arsltarmdcr,rising,transition_25,2018-05-02,TRUE,growing,arsltarmdcr_2018_05_02_115106.jpg,NA,65,3
arsltarmdcr,rising,transition_25,2019-04-11,NA,growing,arsltarmdcr_2019_04_11_115105.jpg,NA,58,13
arsltarmdcr,rising,transition_25,2020-07-04,TRUE,growing,arsltarmdcr_2020_07_04_115105.jpg,NA,142,23
arsltarmdcr,rising,transition_25,2017-10-30,NA,growing,arsltarmdcr_2017_10_30_115107.jpg,NA,14,2
arsltarmdcr,rising,transition_10,2018-05-01,NA,growing,arsltarmdcr_2018_05_01_115105.jpg,NA,64,3
arsltarmdcr,rising,transition_25,2020-07-09,NA,growing,arsltarmdcr_2020_07_09_112105.jpg,NA,147,23
arsltarmdcr,rising,transition_25,2018-05-10,NA,growing,arsltarmdcr_2018_05_10_115106.jpg,NA,73,3
arsltarmdcr,rising,transition_25,2017-10-26,NA,growing,arsltarmdcr_2017_10_26_115105.jpg,NA,10,2
arsltarmdcr,rising,transition_25,2017-06-07,NA,growing,arsltarmdcr_2017_06_07_115106.jpg,NA,12,1
arsltarmdcr,rising,transition_25,2019-06-08,NA,growing,arsltarmdcr_2019_06_08_115107.jpg,NA,116,13
arsltarmdcr,rising,transition_25,2019-04-10,NA,growing,arsltarmdcr_2019_04_10_115107.jpg,NA,57,13
arsltarmdcr,rising,transition_25,2017-10-25,TRUE,growing,arsltarmdcr_2017_10_25_115105.jpg,NA,9,2
arsltarmdcr,rising,transition_25,2019-06-05,NA,growing,arsltarmdcr_2019_06_05_115107.jpg,NA,113,13
arsltarmdcr,rising,transition_10,2019-04-06,NA,growing,arsltarmdcr_2019_04_06_115106.jpg,NA,53,13
arsltarmdcr,rising,transition_10,2020-07-01,NA,growing,arsltarmdcr_2020_07_01_115106.jpg,NA,139,23
arsltarmdcr,rising,transition_25,2019-04-08,TRUE,growing,arsltarmdcr_2019_04_08_115106.jpg,NA,55,13
arsltarmdcr,rising,transition_25,2020-07-05,NA,growing,arsltarmdcr_2020_07_05_115106.jpg,NA,143,23
arsltarmdcr,rising,transition_10,2017-05-27,TRUE,growing,arsltarmdcr_2017_05_27_115106.jpg,NA,1,1
arsltarmdcr,rising,transition_25,2017-10-28,NA,growing,arsltarmdcr_2017_10_28_115105.jpg,NA,12,2
arsltarmdcr,rising,transition_25,2018-05-12,NA,growing,arsltarmdcr_2018_05_12_115106.jpg,NA,75,3
